Detail,Facility,Current Rating,Last Inspection Date,City,Address
FoodInspectDetail.aspx?id=FA0009710,Oasis Market and Liquor,Satisfactory,7/18/2024,Turlock,11012 Lander Ave.
FoodInspectDetail.aspx?id=FA0008256,Off The Wall Smoke Shop,Good,2/25/2026,Merced,1459 Martin Luther King Jr Way #3
FoodInspectDetail.aspx?id=FA0010288,Olive & R DBA Mountain Mikes Pizza,Good,5/22/2026,Merced,3630 G St. Ste A
FoodInspectDetail.aspx?id=FA0010081,Olive Garden Italian Kitchen,Good,12/5/2023,Merced,721 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010730,One More Taco,Good,9/5/2025,Le Grand,13208 Le Grand Road
FoodInspectDetail.aspx?id=FA0009654,One Stop Gas & Beer Inc. AKA A1 Step & Save,Good,3/10/2025,Los Banos,403 N. Mercey Springs Road
FoodInspectDetail.aspx?id=FA0009117,One Stop Gas & Liquor Mart,Good,4/1/2026,Livingston,1405 Davis St.
FoodInspectDetail.aspx?id=FA0010769,Ono Hawaiian BBQ,Good,10/2/2025,Los Banos,1443 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0001094,Orient Market,Good,4/5/2024,Atwater,254 Broadway Ave.
FoodInspectDetail.aspx?id=FA0008922,Oropeza Salazar Bakery,Satisfactory,8/14/2024,Los Banos,225 7th St. Ste. B
FoodInspectDetail.aspx?id=FA0005714,Ostioneria Guadalajara,Good,2/6/2026,Merced,1220 W. 16th St.
FoodInspectDetail.aspx?id=FA0010111,Oumi Sushi @ Sprouts 461,Good,3/20/2023,Merced,171 E. Yosemite Ave.
FoodInspectDetail.aspx?id=FA0009871,Our Lady of Fatima School,Good,5/14/2026,Los Banos,1625 Center Ave.
FoodInspectDetail.aspx?id=FA0000528,Our Lady of Mercy,Good,5/8/2026,Merced,1400 E 27th St
FoodInspectDetail.aspx?id=FA0005092,Out Of Bounds,Good,2/11/2025,Atwater,575 Bellevue Road
FoodInspectDetail.aspx?id=FA0005334,OXXO Mini Mart,Good,10/9/2024,Atwater,3416 N. Buhach Road
FoodInspectDetail.aspx?id=FA0009663,P.D. Brothers Inc. DBA G & B Liquor,Good,2/28/2023,Planada,9135 E. Hwy 140
FoodInspectDetail.aspx?id=FA0006313,Pacheco High School,Good,3/26/2026,Los Banos,200 N. Ward Road
FoodInspectDetail.aspx?id=FA0000170,Pacific Valley Coffee,Good,2/6/2023,Los Banos,461 G St
FoodInspectDetail.aspx?id=FA0008825,Pageo Lavender Farm,Good,6/19/2023,Turlock,11573 Golf Link Road
FoodInspectDetail.aspx?id=FA0007481,Paleteria Tapia's,Good,6/12/2023,Los Banos,1215 B St. Ste G
FoodInspectDetail.aspx?id=FA0001205,Panaderia Guadalajara,Satisfactory,7/30/2025,Atwater,1125 Bellevue Rd
FoodInspectDetail.aspx?id=FA0006825,Panaderia Guadalajara #2,Good,6/3/2024,Merced,1339 W. 18th St.
FoodInspectDetail.aspx?id=FA0006226,Panaderia La Unica,Satisfactory,1/13/2025,Livingston,1471 B St. Ste I
FoodInspectDetail.aspx?id=FA0010640,Panaderia Negrete 2,Good,5/28/2025,Los Banos,2160 E. Pacheco Blvd Ste F & G
FoodInspectDetail.aspx?id=FA0001028,Panaderia Olmos Bakery,Satisfactory,3/25/2024,Merced,47 E. 16th St.
FoodInspectDetail.aspx?id=FA0008565,Panda Express,Good,4/1/2026,Livingston,412 Winton Pkwy
FoodInspectDetail.aspx?id=FA0010102,Panda Express #3528,Good,4/9/2025,Merced,165 E. Yosemite Ave.
FoodInspectDetail.aspx?id=FA0009735,Panda Express #830,Good,3/30/2026,Los Banos,2108 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009734,Panda Express #832,Good,12/2/2025,Merced,1786 Olive Ave. Bldg H
FoodInspectDetail.aspx?id=FA0007704,Panda Express - Santa Nella Village,Good,4/22/2026,Santa Nella,13046 Hwy 33
FoodInspectDetail.aspx?id=FA0006818,Panda Express Restaurant #1768,Good,1/16/2025,Atwater,1531 Bell Dr.
FoodInspectDetail.aspx?id=FA0007877,Panera Bread Bakery,Satisfactory,3/12/2024,Merced,3110 R St.
FoodInspectDetail.aspx?id=FA0009498,Papa John's Pizza,Good,7/29/2024,Atwater,1909 Buhach Road
FoodInspectDetail.aspx?id=FA0006179,Papa Murphy's,Good,11/15/2022,Merced,220 Yosemite Ave.
FoodInspectDetail.aspx?id=FA0008934,Papa Murphy's Take and Bake,Good,3/1/2023,Los Banos,1450 S. Mercey Springs Road Ste. 105
FoodInspectDetail.aspx?id=FA0005596,Papa Murphy's Take-N-Bake Pizza,Good,12/10/2025,Atwater,1860 Bellevue Road
FoodInspectDetail.aspx?id=FA0009773,PAQ Inc DBA Rancho San Miguel,Good,4/7/2026,Merced,1930 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0009728,PAQ Inc. DBA Food-4-Less,Satisfactory,9/19/2025,Los Banos,2000 E Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009808,PAQ Inc. DBA Rancho San Miguel,Good,6/29/2026,Livingston,444 Winton Pkwy
FoodInspectDetail.aspx?id=FA0009786,PARBIN SHARMA DBA 7-ELEVEN #16673,Good,4/13/2026,Merced,1107 Loughborough Dr.
FoodInspectDetail.aspx?id=FA0005982,Parijat Merced LLC (DBA Hampton Inn & Suites by Hilton),Good,9/27/2024,Merced,225 S. Parsons Ave.
FoodInspectDetail.aspx?id=FA0007373,Pasta 209 Inc.,Good,10/10/2023,Gustine,495 Fifth St. Unit A
FoodInspectDetail.aspx?id=FA0000536,Pastime Club,Good,10/27/2023,Gustine,337 5th St
FoodInspectDetail.aspx?id=FA0006267,Pea Soup Andersen's - Santa Nella,Satisfactory,3/4/2024,Santa Nella,12411 S. Hwy 33
FoodInspectDetail.aspx?id=FA0003245,Peggy Heller Elementary School,Good,4/30/2026,Atwater,201 Lakeview Dr.
FoodInspectDetail.aspx?id=FA0006079,Perrys More Than Pizza,Satisfactory,1/3/2024,Gustine,292 5th St.
FoodInspectDetail.aspx?id=FA0000160,Peterson School,Good,5/15/2026,Merced,848 Donna Dr
FoodInspectDetail.aspx?id=FA0009382,Petro Stopping Centers/Santa Nella Petro (Food),Good,4/14/2026,Santa Nella,28991 W. Gonzaga Road
FoodInspectDetail.aspx?id=FA0006942,Pioneer Drug,Good,10/15/2024,Dos Palos,1428 Center Ave.
FoodInspectDetail.aspx?id=FA0003524,Pioneer Elementary School,Good,5/12/2026,Merced,2950 E Gerard Ave
FoodInspectDetail.aspx?id=FA0004262,Pizza Factory,Satisfactory,3/19/2024,Gustine,447 5th St.
FoodInspectDetail.aspx?id=FA0006573,Pizza Factory,Good,12/3/2025,Dos Palos,1516 Center Ave.
FoodInspectDetail.aspx?id=FA0003937,Pizza Factory - Le Grand,Satisfactory,8/16/2023,Le Grand,13208 Le Grand Road
FoodInspectDetail.aspx?id=FA0008063,Pizza Factory Atwater,Satisfactory,3/24/2025,Atwater,1300 Commerce Ave.
FoodInspectDetail.aspx?id=FA0005893,Pizza Guys,Satisfactory,3/20/2024,Merced,2800 G St.
FoodInspectDetail.aspx?id=FA0009583,"Pizza Guys, Inc.",Good,1/21/2025,Atwater,263 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0000758,Pizza Hut,Satisfactory,11/17/2023,Merced,580 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0004473,Pizza Hut #27399,Good,9/11/2024,Los Banos,419 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0004568,Pizza Hut #45021,Good,6/15/2026,Atwater,855 Bellevue Road
FoodInspectDetail.aspx?id=FA0006670,Pizza Hut @ Target #2359,Good,9/23/2025,Los Banos,1405 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0003159,Pizza Plus,Good,10/30/2023,Hilmar,19935 W. American Ave.
FoodInspectDetail.aspx?id=FA0009488,Plainsburg Elementary School Cafeteria,Good,5/28/2026,Merced,3708 Plainsburg Rd
FoodInspectDetail.aspx?id=FA0009487,Planada School Cafeteria,Good,5/11/2026,Planada,9525 S Brodrick Ave.
FoodInspectDetail.aspx?id=FA0007384,Planada Variety & Discount Store,Good,8/17/2023,Planada,294 De La Guerra St.
FoodInspectDetail.aspx?id=FA0006185,Popeye's,Satisfactory,8/12/2024,Livingston,435 Winton Pkwy
FoodInspectDetail.aspx?id=FA0006395,Popeye's Louisiana Kitchen,Good,1/8/2025,Merced,1445 Martin Luther King Jr. Way
FoodInspectDetail.aspx?id=FA0005888,Popeyes Chicken & Biscuits,Good,1/3/2025,Santa Nella,12310 S Hwy 33
FoodInspectDetail.aspx?id=FA0006332,Port of Subs,Satisfactory,6/2/2026,Merced,731 E. Yosemite Ave. Ste E
FoodInspectDetail.aspx?id=FA0000947,Power Up Nutrition,Good,4/2/2026,Atwater,521 Bellevue Road
FoodInspectDetail.aspx?id=FA0005113,Pretty Good Burger by Loiter Street Inc,Satisfactory,3/12/2026,Merced,439 W. Main St.
FoodInspectDetail.aspx?id=FA0005257,Prime Time Nutrition,Good,11/18/2024,Livingston,2275 F St. Ste 6
FoodInspectDetail.aspx?id=FA0006524,Prime Time Nutrition,Good,10/7/2024,Atwater,1190 3rd St.
FoodInspectDetail.aspx?id=FA0007345,Prime Time Nutrition,Good,2/28/2024,Merced,401 Lesher Dr. Ste. C
FoodInspectDetail.aspx?id=FA0008436,Protein Bar,Good,1/29/2026,Los Banos,25 W. Pacheco Blvd A
FoodInspectDetail.aspx?id=FA0002546,Prusso Child Development Center,Good,5/27/2026,Livingston,848 Prusso St.
FoodInspectDetail.aspx?id=FA0009083,Pueblo Viejo Market,Good,2/15/2023,Los Banos,13251 2nd St.
FoodInspectDetail.aspx?id=FA0005276,Punjab Sweets & Restaurant,Satisfactory,3/26/2024,Livingston,436 Main St.
FoodInspectDetail.aspx?id=FA0007250,Pupusa Loca Y Restaurante Mexicano LLC,Good,11/14/2023,Los Banos,651 I St.
FoodInspectDetail.aspx?id=FA0010459,Pupusas La Guanaquita,Good,4/8/2026,Atwater,1619 Sycamore Ave.
FoodInspectDetail.aspx?id=FA0008759,Pure Nutrition,Satisfactory,10/5/2023,Winton,6596 N. Winton Way Ste D
FoodInspectDetail.aspx?id=FA0008909,Pure Roast Coffee,Good,2/11/2026,Dos Palos,1909 Marguerite St.
FoodInspectDetail.aspx?id=FA0002077,Quality Inn,Good,3/21/2024,Merced,730 Motel Dr.
FoodInspectDetail.aspx?id=FA0009656,Quick & Easy Rai & Sons Corp.,Good,1/16/2024,Gustine,780 South Ave
FoodInspectDetail.aspx?id=FA0002140,Quick N Snappy Food and Liquor,Good,3/3/2025,Atwater,1895 Bellevue Rd
FoodInspectDetail.aspx?id=FA0008460,Quickly,Good,11/14/2024,Merced,731 E. Yosemite Ave. Ste G
FoodInspectDetail.aspx?id=FA0009512,Quickly,Good,3/4/2024,Atwater,1801 Bellevue Road
FoodInspectDetail.aspx?id=FA0009722,Quik Stop Mkt #163,Satisfactory,1/24/2024,Livingston,401 Joseph Gallo Ct.
FoodInspectDetail.aspx?id=FA0009681,R Street Chevron,Good,1/15/2025,Merced,1415 R St.
FoodInspectDetail.aspx?id=FA0002176,R. M. Miano School,Good,5/18/2026,Los Banos,1129 B St.
FoodInspectDetail.aspx?id=FA0009666,Raley's 309,Good,4/25/2024,Merced,3550 N. G St.
FoodInspectDetail.aspx?id=FA0010715,Raley's Store #309 Merced - Starbucks Kiosk,Good,9/3/2025,Merced,3550 N. G St.
FoodInspectDetail.aspx?id=FA0007186,Rally's,Good,1/24/2023,Los Banos,1330 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010624,Rally's Burger,Good,5/1/2025,Merced,3105 N. Hwy 59
FoodInspectDetail.aspx?id=FA0009616,Rancho Del Rey Golf Club,Good,3/24/2025,Atwater,5250 Green Sands Ave
FoodInspectDetail.aspx?id=FA0001137,Rancho Market,Good,10/6/2023,Le Grand,13199 E Jefferson St.
FoodInspectDetail.aspx?id=FA0009692,Rancho Market,Satisfactory,9/30/2024,Winton,6986 Santa Fe Dr.
FoodInspectDetail.aspx?id=FA0008802,"Randhawa, LLC DBA Beer Cave Plus",Good,3/7/2023,Atwater,316 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0005960,Ravello's / Gateway Gardens,Good,7/2/2025,Merced,560 W. 18th St.
FoodInspectDetail.aspx?id=FA0002612,Revive Event Center,Good,12/1/2025,Merced,443 W. 18th St
FoodInspectDetail.aspx?id=FA0009637,Richards Market & Liquor,Satisfactory,5/21/2026,Gustine,427 6th Ave.
FoodInspectDetail.aspx?id=FA0009639,Richwood Meat Co.,Good,9/13/2022,Merced,2751 N. Santa Fe Dr.
FoodInspectDetail.aspx?id=FA0004163,Rico's Pizza,Good,3/12/2024,Delhi,16385 W. Schendel Road Ste A
FoodInspectDetail.aspx?id=FA0006308,Rico's Pizza,Satisfactory,12/11/2024,Winton,6994 Bridget Ct. Ste C
FoodInspectDetail.aspx?id=FA0000637,Rincon Bohemio,Good,8/29/2024,Los Banos,534 I St.
FoodInspectDetail.aspx?id=FA0010493,Rise and Grain Bagels LLC,Good,10/7/2024,Livingston,2641 Bardolino Dr.
FoodInspectDetail.aspx?id=FA0002543,Rivera Elementary & Middle School,Good,3/20/2026,Merced,945 Buena Vista
FoodInspectDetail.aspx?id=FA0000356,Rodeway Inn,Good,3/21/2024,Merced,1001 Motel Dr.
FoodInspectDetail.aspx?id=FA0000555,Roller Land,Good,5/27/2026,Merced,1445 W 18th St.
FoodInspectDetail.aspx?id=FA0004717,Romero School,Good,5/27/2026,Santa Nella,13500 W. Luis Road
FoodInspectDetail.aspx?id=FA0009748,Ross Dress For Less #0836,Good,1/22/2024,Merced,1113 W Olive Ave
FoodInspectDetail.aspx?id=FA0010191,Ross Dress for Less #2179,Good,9/25/2024,Los Banos,1400 Mercey Springs Road Unit A
FoodInspectDetail.aspx?id=FA0009649,Rotten Robbie #59,Good,11/27/2024,Santa Nella,12860 S. State Highway 33
FoodInspectDetail.aspx?id=FA0004713,Round Table Pizza,Good,9/24/2024,Los Banos,1462 S Mercy Springs Rd
FoodInspectDetail.aspx?id=FA0008557,Round Table Pizza,Satisfactory,11/10/2025,Atwater,1831 Bellevue Road
FoodInspectDetail.aspx?id=FA0008987,Royal Gas and Food,Good,4/15/2024,Livingston,1419 Crowell St.
FoodInspectDetail.aspx?id=FA0006008,Royaltea Donut & Sub,Satisfactory,10/8/2025,Atwater,190 E. Belllevue Road
FoodInspectDetail.aspx?id=FA0010562,Royalty Burger,Good,3/12/2026,Merced,1103 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0008326,Sage Eats LLC,Good,10/14/2025,Atwater,3115 Stratofortress Ave.
FoodInspectDetail.aspx?id=FA0010903,Sahara Coffee House,Good,7/6/2026,Merced,1459 Martin Luther King Jr Way Ste 9
FoodInspectDetail.aspx?id=FA0000564,Salvation Army Dining Hall,Good,2/26/2026,Merced,1440 W. 12th St.
FoodInspectDetail.aspx?id=FA0005557,Sam Cafe,Good,4/21/2025,Merced,235 W 12th St.
FoodInspectDetail.aspx?id=FA0007114,Sam's Foods Supermarket,Good,6/12/2025,Atwater,351 Bellevue Road
FoodInspectDetail.aspx?id=FA0008362,San Luis High School,Good,5/18/2026,Los Banos,125 Seventh St.
FoodInspectDetail.aspx?id=FA0000548,San Martin Cheese Company,Good,4/27/2026,Los Banos,429 H St
FoodInspectDetail.aspx?id=FA0010779,Sangha Nutrition Center kk2208 Inc. DBA GNC,Good,12/5/2025,Merced,717 Merced Mall
FoodInspectDetail.aspx?id=FA0008166,Sangha Nutrition Center KK2215 Inc. dba GNC,Good,1/8/2026,Atwater,1118 Commerce Ave. Ste C200
FoodInspectDetail.aspx?id=FA0010617,Sangha Royal Products,Good,4/24/2025,Merced,7697 S. Combs Road
FoodInspectDetail.aspx?id=FA0006182,Sansei,Good,5/14/2026,Merced,705 Merced Mall
FoodInspectDetail.aspx?id=FA0005542,Santa Fe Foods,Unsatisfactory,4/28/2026,Merced,1010 W. 16th St.
FoodInspectDetail.aspx?id=FA0007171,Santa Fe Foods,Good,6/10/2024,Los Banos,1109 6th St.
FoodInspectDetail.aspx?id=FA0010353,Santa Fe Foods,Good,9/3/2025,Livingston,1724 Main St.
FoodInspectDetail.aspx?id=FA0001176,Santa Nella Food Center,Good,7/10/2024,Santa Nella,13193 S. Highway 33
FoodInspectDetail.aspx?id=FA0009712,Santa Nella Travel Center,Good,12/12/2024,Santa Nella,12310 S. Hwy 33
FoodInspectDetail.aspx?id=FA0009764,Save Mart #102,Good,3/8/2024,Atwater,1701 Bellevue Road
FoodInspectDetail.aspx?id=FA0009689,Save Mart #53,Good,4/14/2026,Merced,150 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0009696,Save Mart Supermarkets #631,Satisfactory,8/26/2024,Los Banos,1400 S. Mercey Springs Road Ste E
FoodInspectDetail.aspx?id=FA0005628,Save Max,Good,7/26/2024,Livingston,"2275 F St. #3,#4"
FoodInspectDetail.aspx?id=FA0000615,Save More Market,Satisfactory,12/20/2023,Merced,2030 G St
FoodInspectDetail.aspx?id=FA0000021,Schelby School,Good,6/4/2026,Livingston,6738 N. Sultana Dr.
FoodInspectDetail.aspx?id=FA0000386,Schendel Elementary School,Good,5/4/2026,Delhi,16114 W Schendel Ave
FoodInspectDetail.aspx?id=FA0001019,Schmidt Park,Good,6/7/2023,Gustine,Meredith Ave
FoodInspectDetail.aspx?id=FA0004138,Scoops,Good,6/6/2023,Delhi,16385 W Schendel Ave. # G
FoodInspectDetail.aspx?id=FA0010762,Scoops Handcrafted Acai Bowls,Good,11/12/2025,Merced,3090 M St. Ste B
FoodInspectDetail.aspx?id=FA0002087,Scotts Diner,Satisfactory,9/12/2024,Merced,2015 E. Childs Ave.
FoodInspectDetail.aspx?id=FA0010500,See's Candies,Good,11/1/2024,Los Banos,1363 W. Pacheco Blvd Unit D
FoodInspectDetail.aspx?id=FA0009168,See's Candies - Merced Mall - Space 640,Good,2/19/2026,Merced,713 Merced Mall Spc 640
FoodInspectDetail.aspx?id=FA0000581,Selma Herndon School,Good,5/28/2026,Livingston,714 Prusso St
FoodInspectDetail.aspx?id=FA0008906,Sensient Natural Ingredients,Good,6/20/2023,Livingston,9984 W. Walnut Ave.
FoodInspectDetail.aspx?id=FA0000583,Shaffer School,Good,4/30/2026,Atwater,1434 California St
FoodInspectDetail.aspx?id=FA0009743,Shannon Mini Mart,Satisfactory,12/19/2023,Merced,369 S. HWY 59
FoodInspectDetail.aspx?id=FA0010384,Shannons Mini Mart,Satisfactory,6/11/2025,Atwater,1100 Shaffer Road
FoodInspectDetail.aspx?id=FA0000496,Sheehy School,Good,3/18/2026,Merced,1240 W 6th St
FoodInspectDetail.aspx?id=FA0009746,Shop and Go,Good,2/21/2023,Merced,2272 N. Beachwood Dr.
FoodInspectDetail.aspx?id=FA0001153,Shop N Save Market,Good,2/25/2026,Merced,1055 W. Childs Ave
FoodInspectDetail.aspx?id=FA0007417,Sierra Academy of Aeronautics,Satisfactory,2/19/2025,Atwater,2305 Jetlift Dr.
FoodInspectDetail.aspx?id=FA0009643,Simple Simon Gas & Liquor,Good,10/7/2025,Dos Palos,2102 Blossom St
FoodInspectDetail.aspx?id=FA0009737,Sizzler #679,Good,12/11/2024,Merced,1334 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0000525,Sky Zone,Good,11/14/2023,Merced,1230 W. Main St.
FoodInspectDetail.aspx?id=FA0008809,Smart & Final # 385,Satisfactory,5/29/2024,Merced,1425 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0009755,Smart Depot Supply,Good,11/9/2023,Merced,863 W. 15th St.
FoodInspectDetail.aspx?id=FA0008351,Smash Bros Burger LLC,Satisfactory,2/25/2026,Merced,"1459 Martin Luther King, Jr Way Ste 1"
FoodInspectDetail.aspx?id=FA0009644,Smiley's Shell,Good,2/25/2026,Merced,1405 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0003627,Smoke Palace,Good,5/15/2024,Merced,1204 W. 16th St.
FoodInspectDetail.aspx?id=FA0010301,Snack Shack La Bonita,Good,1/3/2024,Los Banos,29 W. Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0009723,Snelling Chevron,Good,9/8/2025,Snelling,15875 N Hwy 59
FoodInspectDetail.aspx?id=FA0009622,Snelling Merced Falls School,Good,5/28/2026,Snelling,16099 N. Hwy 59
FoodInspectDetail.aspx?id=FA0005999,Sonic Drive-in,Good,1/21/2025,Atwater,1751 Bellevue Road
FoodInspectDetail.aspx?id=FA0009725,Sonic Drive-In #4487,Good,9/24/2024,Merced,1101 W. 18th St.
FoodInspectDetail.aspx?id=FA0007128,Sonora Bar LLC,Satisfactory,11/18/2025,Delhi,9895 Stephens St.
FoodInspectDetail.aspx?id=FA0010520,Sourdough & Co,Good,12/2/2024,Los Banos,1451 W. Pacheco Blvd Ste D
FoodInspectDetail.aspx?id=FA0009409,Sourdough and Co,Satisfactory,12/5/2025,Atwater,1809 Bellevue Road
FoodInspectDetail.aspx?id=FA0009396,Sovanna's Donuts,Good,12/4/2024,Gustine,403 3rd Ave.
FoodInspectDetail.aspx?id=FA0010332,Soya Tea Lounge,Good,6/17/2026,Los Banos,1245 W. Pacheco Blvd Ste G
FoodInspectDetail.aspx?id=FA0005039,Spices of India,Satisfactory,2/26/2024,Merced,1277 V St. Ste D
FoodInspectDetail.aspx?id=FA0010094,Sprouts Farmers Market,Good,2/8/2023,Merced,171 E. Yosemite Ave.
FoodInspectDetail.aspx?id=FA0009781,SS Fuel Stores Inc DBA R Street Food Mart (Food),Satisfactory,1/15/2025,Merced,1245 R St.
FoodInspectDetail.aspx?id=FA0006665,St Anthony's Catholic Church School,Good,5/26/2026,Atwater,1801 Winton Way
FoodInspectDetail.aspx?id=FA0004884,St. Patrick Church Parish Hall,Good,9/6/2023,Merced,671 E. Yosemite Ave.
FoodInspectDetail.aspx?id=FA0000146,St. Paul Lutheran Church & School,Good,5/12/2026,Merced,2916 N. McKee Road
FoodInspectDetail.aspx?id=FA0009811,Staples the Office Superstore #0268,Good,11/8/2022,Merced,20 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0005333,Star Club,Good,11/1/2022,Merced,1331 W. Main St.
FoodInspectDetail.aspx?id=FA0009683,Star Gas,Satisfactory,4/7/2025,Merced,1970 E Childs Ave
FoodInspectDetail.aspx?id=FA0008444,Starbucks #5919,Good,6/3/2024,Merced,360 W. 16th St. Ste A
FoodInspectDetail.aspx?id=FA0004985,Starbucks #6817,Good,9/19/2025,Los Banos,1380 E. Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0010238,Starbucks #70850,Good,9/12/2023,Merced,1993 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0005259,Starbucks #8712,Satisfactory,8/12/2024,Livingston,453 Joseph Gallo Ct.
FoodInspectDetail.aspx?id=FA0009937,Starbucks #9514,Good,3/10/2026,Merced,145 E. Yosemite Ave.
FoodInspectDetail.aspx?id=FA0006669,Starbucks @ Target #2359,Good,5/28/2025,Los Banos,1405 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005952,Starbucks Coffee #10491,Good,5/15/2026,Merced,700 Carol Ave.
FoodInspectDetail.aspx?id=FA0005953,Starbucks Coffee #11089,Good,6/19/2023,Atwater,261 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0006333,Starbucks Coffee #11090,Good,6/9/2026,Atwater,1640 Bell Lane
FoodInspectDetail.aspx?id=FA0005200,Starbucks Coffee #3420,Good,12/12/2024,Santa Nella,13104 S. Hwy 33 Ste A
FoodInspectDetail.aspx?id=FA0008658,Starbucks Coffee #5745,Satisfactory,12/8/2023,Merced,689 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010176,Starbucks Coffee #67591,Good,6/16/2026,Atwater,1813 Bellevue Road
FoodInspectDetail.aspx?id=FA0010517,Starbucks Coffee #81538,Good,11/19/2024,Los Banos,2101 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010709,Starbucks Coffee #85979,Good,8/26/2025,Merced,5 E. 23rd St.
FoodInspectDetail.aspx?id=FA0009195,Starbucks Coffee Company #55609,Good,6/5/2026,Los Banos,360 Mercey Springs Road
FoodInspectDetail.aspx?id=FA0009445,Starbucks Coffee Company #59960,Satisfactory,5/15/2024,Merced,1665 R St.
FoodInspectDetail.aspx?id=FA0010016,Starbucks Coffee Company #69271,Good,10/24/2023,Merced,856 S. Coffee St.
FoodInspectDetail.aspx?id=FA0000486,State Market,Good,3/20/2025,Dos Palos,2649 Blossom St.
FoodInspectDetail.aspx?id=FA0005572,Stevinson Bar & Grill,Satisfactory,4/23/2024,Stevinson,20104 Third Ave.
FoodInspectDetail.aspx?id=FA0001171,Stockyard Restaurant,Satisfactory,1/25/2023,Turlock,10430 N Lander Ave
FoodInspectDetail.aspx?id=FA0009170,Stone Ridge Christian School,Good,3/20/2026,Merced,2738 W. Dan Ward Road
FoodInspectDetail.aspx?id=FA0010218,Street Corner Merced,Good,10/9/2024,Merced,809 S. Coffee St.
FoodInspectDetail.aspx?id=FA0000780,Sub Shop,Good,1/16/2025,Atwater,1844 Bellevue Rd
FoodInspectDetail.aspx?id=FA0002676,Subway,Satisfactory,1/16/2025,Santa Nella,29060 W Plaza Dr.
FoodInspectDetail.aspx?id=FA0004988,Subway,Good,4/8/2026,Atwater,2810 Shaffer Road
FoodInspectDetail.aspx?id=FA0005961,Subway,Good,6/11/2024,Hilmar,7940 N. Lander Ave. Ste 1
FoodInspectDetail.aspx?id=FA0007782,Subway,Good,8/17/2023,Merced,3566 G St.
FoodInspectDetail.aspx?id=FA0005145,Subway #03188,Good,2/14/2023,Los Banos,1341 E. Pacheco Blvd F
FoodInspectDetail.aspx?id=FA0004917,Subway #52998,Good,1/14/2025,Dos Palos,1502 Center Ave.
FoodInspectDetail.aspx?id=FA0004341,Subway 13056,Satisfactory,9/11/2024,Los Banos,1561 W Pacheco Blvd Ste E
FoodInspectDetail.aspx?id=FA0003878,Subway 14350,Good,6/2/2026,Merced,15 E 16th St.
FoodInspectDetail.aspx?id=FA0008545,Subway 37020,Good,6/2/2026,Merced,1459 Martin Luther King Jr Way # 8
FoodInspectDetail.aspx?id=FA0006097,Subway 39048,Good,5/15/2026,Merced,720 Carol Ave.
FoodInspectDetail.aspx?id=FA0005420,Subway of Livingston,Good,7/7/2026,Livingston,483 Joseph Gallo Ct.
FoodInspectDetail.aspx?id=FA0000674,Subway Sandwich Shop,Good,6/6/2023,Merced,3250 N. G St. #D
FoodInspectDetail.aspx?id=FA0007203,Subway Sandwich Shop,Satisfactory,2/7/2025,Atwater,1304 Commerce Ave.
FoodInspectDetail.aspx?id=FA0006371,Subway Sandwiches,Good,9/24/2025,Merced,1200 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010422,Sueno Coffee Co.,Good,6/12/2024,Livingston,1744 D St.
FoodInspectDetail.aspx?id=FA0009092,Sunflower Club Nutrition,Good,2/21/2023,Delhi,9888 Stephens St.
FoodInspectDetail.aspx?id=FA0003707,Sunshine Donuts,Good,7/1/2025,Los Banos,402 W Pacheco Blvd Ste D
FoodInspectDetail.aspx?id=FA0003499,Sunshine Donuts Company,Good,2/20/2024,Livingston,242 N. Main St. Ste A
FoodInspectDetail.aspx?id=FA0009694,Super A Gas & Food,Good,6/19/2023,Winton,7028 N. Winton Way
FoodInspectDetail.aspx?id=FA0009797,Super Mac Food & Gas,Satisfactory,4/8/2024,Hilmar,8480 N. Lander Ave.
FoodInspectDetail.aspx?id=FA0009640,Sure Stop Market,Good,1/29/2025,Atwater,972 Broadway Ave
FoodInspectDetail.aspx?id=FA0007234,Sushi Cuisine,Good,11/8/2022,Merced,3544 G St.
