Detail,Facility,Current Rating,Last Inspection Date,City,Address
FoodInspectDetail.aspx?id=FA0009806,CVS Pharmacy #10360,Good,2/23/2024,Livingston,474 Winton Pkwy
FoodInspectDetail.aspx?id=FA0009776,CVS Pharmacy #3117,Good,10/9/2024,Atwater,1651 Bellevue Rd
FoodInspectDetail.aspx?id=FA0009767,CVS Pharmacy #7206,Good,3/13/2024,Merced,1970 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0008446,CVS Pharmacy #9623,Good,2/28/2024,Merced,649 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010106,"D Pho, Inc.",Good,3/26/2024,Los Banos,2160 E. Pacheco Blvd Ste D
FoodInspectDetail.aspx?id=FA0010790,Daiso,Good,1/8/2026,Atwater,1260 Commerce Ave.
FoodInspectDetail.aspx?id=FA0009742,Daljit Atwal DBA Circle R Mini Mart,Satisfactory,3/14/2024,Merced,1210 R St.
FoodInspectDetail.aspx?id=FA0008138,Danielson Pre-School (Classroom 1-2),Good,5/12/2026,Merced,1235 N St.
FoodInspectDetail.aspx?id=FA0010595,Day and Night Markets,Good,3/27/2025,Los Banos,2510 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007237,Days Inn Yosemite Area Merced,Satisfactory,4/13/2026,Merced,1215 R St.
FoodInspectDetail.aspx?id=FA0010190,dd's Discount #5294,Good,6/12/2023,Los Banos,1337 E. Pacheco Blvd Ste B
FoodInspectDetail.aspx?id=FA0004068,Del Taco,Good,3/4/2024,Santa Nella,29025 W Plaza Dr
FoodInspectDetail.aspx?id=FA0004353,Del Taco,Good,5/22/2024,Merced,1798 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0007407,Delhi 5 Star,Good,11/27/2023,Delhi,15406 August Ave.
FoodInspectDetail.aspx?id=FA0004474,Delhi Educational Park-Phase I,Good,5/27/2026,Delhi,16881 Schendel Ave.
FoodInspectDetail.aspx?id=FA0009741,Delhi Gas & Liquor,Good,3/25/2024,Delhi,9772 Stephens St
FoodInspectDetail.aspx?id=FA0005089,Deli Delicious,Good,1/24/2023,Los Banos,1380 E. Pacheco Blvd Ste B
FoodInspectDetail.aspx?id=FA0008379,Deli Delicious,Satisfactory,8/22/2025,Atwater,1321 Commerce #1321-1325 Ave.
FoodInspectDetail.aspx?id=FA0004470,Deli-Delicious,Satisfactory,9/12/2024,Merced,570 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0003872,Denny's #7098,Good,2/28/2024,Atwater,1601 Sycamore Ave.
FoodInspectDetail.aspx?id=FA0002670,Denny's #8075,Good,10/16/2024,Los Banos,1491 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0000387,Denny's Restaurant #6217,Good,1/8/2025,Merced,1128 W. 13th St.
FoodInspectDetail.aspx?id=FA0006704,Destino's,Good,9/11/2024,Merced,460 W. Main St.
FoodInspectDetail.aspx?id=FA0000942,Devika Inc dba: Denny's 8791,Good,1/11/2024,Santa Nella,12820 S Hwy 33
FoodInspectDetail.aspx?id=FA0009793,Diamond Gas and Market 16,Good,1/6/2026,Merced,1720 R St.
FoodInspectDetail.aspx?id=FA0001095,Discount Liquor,Good,10/29/2024,Dos Palos,1601 Center Ave.
FoodInspectDetail.aspx?id=FA0006536,Dollar City (and More),Good,12/14/2023,Delhi,16385 Schendel Ave. Ste D & E
FoodInspectDetail.aspx?id=FA0007227,Dollar City (and More),Satisfactory,3/16/2026,Winton,6991 N. Winton Way
FoodInspectDetail.aspx?id=FA0009814,Dollar General # 14670,Good,12/6/2023,Delhi,9840 Stephens St
FoodInspectDetail.aspx?id=FA0009815,DOLLAR GENERAL #13121,Good,2/21/2023,Winton,6810 Winton Way
FoodInspectDetail.aspx?id=FA0009809,Dollar General #13358,Good,2/26/2026,Merced,1729 W. State Highway 140
FoodInspectDetail.aspx?id=FA0009812,Dollar General #13400,Good,10/30/2023,Hilmar,7970 Lander Ave. # N
FoodInspectDetail.aspx?id=FA0009702,Dollar General #13437,Satisfactory,3/20/2025,Dos Palos,1111 Elgin Ave.
FoodInspectDetail.aspx?id=FA0009818,Dollar General #13697,Satisfactory,4/24/2024,Los Banos,485 N. Mercey Springs Road
FoodInspectDetail.aspx?id=FA0009641,DOLLAR GENERAL #14684,Good,2/20/2024,Livingston,323 N Main St
FoodInspectDetail.aspx?id=FA0009705,DOLLAR GENERAL #14723,Good,1/3/2024,Gustine,1520 Meredith Ave
FoodInspectDetail.aspx?id=FA0009803,Dollar General #15268,Satisfactory,7/10/2025,Planada,490 N. Plainsburg Rd
FoodInspectDetail.aspx?id=FA0009802,Dollar Tree #01222,Good,12/7/2023,Merced,1115 W. Main St.
FoodInspectDetail.aspx?id=FA0009796,Dollar Tree #01256,Satisfactory,11/2/2023,Los Banos,1423 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009769,Dollar Tree #03259,Good,12/7/2023,Atwater,500 E Bellevue Rd
FoodInspectDetail.aspx?id=FA0009807,Dollar Tree #04770,Good,12/7/2023,Atwater,1261 Commerce Ave. Ste B
FoodInspectDetail.aspx?id=FA0009789,Dollar Tree #05877,Good,12/6/2023,Delhi,16231 King St
FoodInspectDetail.aspx?id=FA0009787,Dollar Tree #06389,Good,12/8/2023,Merced,3142 G St. Ste 3
FoodInspectDetail.aspx?id=FA0009816,Dollar Tree #06669,Good,12/5/2023,Los Banos,2120 E Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009761,Dollar Tree #08582,Good,12/7/2023,Merced,1778 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0009697,Dollar Tree Store 10527,Good,8/19/2024,Merced,1111 W. Olive Dr.
FoodInspectDetail.aspx?id=FA0009355,Domino's #7946,Good,12/3/2025,Atwater,800 Commerce Ave.
FoodInspectDetail.aspx?id=FA0005026,Domino's Pizza,Good,9/12/2024,Merced,3040 Park Ave. Ste E1
FoodInspectDetail.aspx?id=FA0007841,Domino's Pizza,Good,6/15/2026,Atwater,510 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0009180,Domino's Pizza,Good,11/12/2025,Merced,1109 W. Main St.
FoodInspectDetail.aspx?id=FA0009208,Domino's Pizza,Good,12/2/2024,Livingston,460 Winton Pkwy
FoodInspectDetail.aspx?id=FA0008447,Dominos Pizza,Satisfactory,1/3/2024,Los Banos,2220 E. Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0006342,Don Beto Mexican Food,Good,12/4/2024,Atwater,1617 Bellevue Road
FoodInspectDetail.aspx?id=FA0001107,Don Mario Taco Shop,Good,11/18/2024,Merced,801 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0004343,Don Stowell Elementary School,Good,3/18/2026,Merced,251 E. 11th St.
FoodInspectDetail.aspx?id=FA0005400,Donut King's,Good,5/12/2026,Merced,260 W. Main St.
FoodInspectDetail.aspx?id=FA0007190,Donut Nation,Good,6/12/2023,Los Banos,1255 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0004974,Dos Palos Donuts,Good,1/16/2025,Dos Palos,2101 Blossom St.
FoodInspectDetail.aspx?id=FA0002570,Dos Palos Elementary Campus,Good,5/12/2026,Dos Palos,2149 Almond St.
FoodInspectDetail.aspx?id=FA0009630,Dos Palos High School,Good,5/12/2026,Dos Palos,1701 E Blossom St
FoodInspectDetail.aspx?id=FA0009670,"Dos Palos Mart, LLC",Good,1/16/2025,Dos Palos,2309 Blossom St
FoodInspectDetail.aspx?id=FA0007139,Dos Palos Theater and Entertainment LLC,Good,4/17/2024,Dos Palos,1406 Center Ave.
FoodInspectDetail.aspx?id=FA0009768,Doyle Inc (a.k.a Kentucky Fried Chicken / A&W),Satisfactory,10/17/2024,Los Banos,748 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010580,Dulce Michoacana,Good,2/24/2025,Winton,6590 N. Winton Way # A
FoodInspectDetail.aspx?id=FA0009400,Dulceria Guadalajara,Good,8/27/2024,Los Banos,659 J St.
FoodInspectDetail.aspx?id=FA0009226,Dulceria La Fiesta,Good,8/28/2024,Los Banos,623 H St.
FoodInspectDetail.aspx?id=FA0009150,Dutch Bros Coffee,Good,11/1/2023,Merced,2007 E. Childs Ave.
FoodInspectDetail.aspx?id=FA0009534,Dutch Bros Coffee,Satisfactory,7/8/2025,Merced,575 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010680,Dutch Bros Coffee,Good,7/18/2025,Los Banos,1447 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010419,"Dutch Bros, LLC dba Dutch Bros Coffee",Good,6/17/2024,Livingston,495 Joseph Gallo Ct.
FoodInspectDetail.aspx?id=FA0010649,"Dutch Bros., LLC",Good,6/12/2025,Atwater,1153 Bellevue Road
FoodInspectDetail.aspx?id=FA0009394,"Dutch Bros., LLC dba Dutch Bros Coffee",Good,2/15/2023,Los Banos,1430 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0000682,Eddie's Cafe,Satisfactory,3/25/2026,Los Banos,401 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0003261,El Asadero Taco Shop,Good,9/24/2025,Merced,3532 N G St
FoodInspectDetail.aspx?id=FA0000901,El Campo Market,Good,3/2/2023,Planada,8973 E Hwy 140
FoodInspectDetail.aspx?id=FA0008695,El Capitan Hotel,Good,9/25/2024,Merced,609 W. Main St.
FoodInspectDetail.aspx?id=FA0000902,El Capitan School,Good,5/27/2026,Delhi,10115 Fifth St
FoodInspectDetail.aspx?id=FA0000443,El Gallito Bakery,Good,2/28/2023,Planada,9236 Stanford Ave.
FoodInspectDetail.aspx?id=FA0000716,El Grullense Jal,Satisfactory,4/24/2024,Los Banos,1024 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007228,El Michoacano,Satisfactory,7/31/2024,Los Banos,2160 E. Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0000103,El Nido Elementary School,Good,5/28/2026,El Nido,161 E. El Nido Road
FoodInspectDetail.aspx?id=FA0006740,El Noa Noa,Good,6/19/2023,Winton,6924 N. Winton Way
FoodInspectDetail.aspx?id=FA0005058,El Palacio Night Club,Good,12/29/2022,Merced,224 W. Main St.
FoodInspectDetail.aspx?id=FA0000967,El Picosito Mexican Grill Inc,Good,3/19/2024,Gustine,479 5th St.
FoodInspectDetail.aspx?id=FA0010793,El Pollo Bragado,Good,1/26/2026,Winton,6592 N. Winton Way
FoodInspectDetail.aspx?id=FA0010843,El Pollo Bragado,Good,5/4/2026,Winton,6850 Santa Fe Dr.
FoodInspectDetail.aspx?id=FA0003578,El Pollo Loco #3424,Good,4/17/2026,Merced,613 W Olive Ave.
FoodInspectDetail.aspx?id=FA0010588,El Pollo Loco #3920,Good,2/20/2025,Los Banos,1470 Mercey Springs Road
FoodInspectDetail.aspx?id=FA0002409,El Porvenir Grocery,Satisfactory,5/22/2026,Merced,864 W. 13th St.
FoodInspectDetail.aspx?id=FA0006385,El Rancho Market,Satisfactory,8/8/2023,Delhi,9735 N. Stephens St.
FoodInspectDetail.aspx?id=FA0005581,El Rinconito Concina Mexicana,Good,1/3/2023,Dos Palos,2031 Blossom St.
FoodInspectDetail.aspx?id=FA0010476,Elder Services Inc DBA Dayout ADHC-Merced,Satisfactory,9/6/2024,Merced,1460 Merced Ave.
FoodInspectDetail.aspx?id=FA0000922,Elegant Bull,Good,5/30/2024,Delhi,9666 Stephens St.
FoodInspectDetail.aspx?id=FA0000917,Elim Elementary School,Good,5/29/2026,Hilmar,7677 N Lander Ave
FoodInspectDetail.aspx?id=FA0000431,Elmerwood Elementary,Good,4/13/2026,Atwater,1271 Bellevue Rd
FoodInspectDetail.aspx?id=FA0000448,Eltareb Market,Satisfactory,10/31/2024,Merced,1504 Stretch Rd
FoodInspectDetail.aspx?id=FA0000450,Eltareb Market #3,Good,10/10/2023,Merced,561 W. 8th St.
FoodInspectDetail.aspx?id=FA0008270,Em-Tea,Good,4/14/2025,Merced,3570 G St.
FoodInspectDetail.aspx?id=FA0010232,Ember Coffee + Eatery,Good,4/1/2026,Merced,3562 G St.
FoodInspectDetail.aspx?id=FA0008093,Energy & Fitness 91,Good,9/11/2023,Merced,1950 Yosemite Pkwy Ste B
FoodInspectDetail.aspx?id=FA0010012,EPIC de Cesar Chavez,Good,4/30/2026,Atwater,1661 Bellevue Road
FoodInspectDetail.aspx?id=FA0006881,Escuela Popular Instituto de Cesar Chavez (EPIC),Good,4/16/2026,Merced,561 W. 18th St. Ste D
FoodInspectDetail.aspx?id=FA0000451,Espana's Southwest Bar and Grill / Wow Bao,Satisfactory,9/24/2024,Los Banos,1460 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009698,Express 76,Good,12/18/2024,Merced,1480 W 16th St
FoodInspectDetail.aspx?id=FA0000904,Fail's Donut & Mini Mart,Good,3/12/2024,Hilmar,8414 Lander Ave.
FoodInspectDetail.aspx?id=FA0010300,Family Dollar Store #32769,Good,1/30/2024,Gustine,430 2nd Ave.
FoodInspectDetail.aspx?id=FA0007080,Family Market,Good,8/18/2023,Hilmar,7543 Lander Ave.
FoodInspectDetail.aspx?id=FA0006657,Fancy Burger,Good,12/17/2025,Merced,360 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0005573,Farmdale Elementary School,Good,5/8/2026,Merced,100 Winder Ave.
FoodInspectDetail.aspx?id=FA0009785,Farmers Quick Stop,Good,1/16/2025,Dos Palos,17017 N. Brannon Ave.
FoodInspectDetail.aspx?id=FA0009715,Fast n Esy #12 Corporation,Satisfactory,1/21/2025,Atwater,2775 Winton Way
FoodInspectDetail.aspx?id=FA0005916,Fiesta Mexicana,Good,11/18/2024,Merced,530 W. 16th St. Ste E
FoodInspectDetail.aspx?id=FA0010293,Fill N Fresh,Good,4/3/2025,Merced,782 Carol Ave.
FoodInspectDetail.aspx?id=FA0009661,Firebaugh Travel Plaza,Satisfactory,11/10/2025,Firebaugh,15838 Paul Negra Road
FoodInspectDetail.aspx?id=FA0010265,Five Below,Good,8/8/2025,Los Banos,1321B E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010753,Five Below,Good,11/4/2025,Merced,3162 R St.
FoodInspectDetail.aspx?id=FA0008330,Five Guys Burgers & Fries #1765,Good,3/13/2024,Merced,3572 G St.
FoodInspectDetail.aspx?id=FA0007046,Five Rivers,Good,2/23/2024,Livingston,2295 F St.
FoodInspectDetail.aspx?id=FA0004739,Five Stars Burger,Good,2/19/2026,Delhi,9510 Stephens St.
FoodInspectDetail.aspx?id=FA0005772,Five Ten Bistro / After 5,Satisfactory,2/1/2024,Merced,510 W. Main St.
FoodInspectDetail.aspx?id=FA0009726,Food 4 Less - Atwater,Good,11/6/2023,Atwater,2840 Shaffer Road
FoodInspectDetail.aspx?id=FA0009642,Food 4 Less - Merced,Good,1/26/2024,Merced,1115 W Olive Ave
FoodInspectDetail.aspx?id=FA0009633,Food Maxx #487,Good,11/12/2025,Merced,1300 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0009752,Forebay Chevron,Good,4/14/2026,Santa Nella,28960 Gonzaga Rd
FoodInspectDetail.aspx?id=FA0000906,Fortuna's Tortillas LLC,Satisfactory,7/26/2024,Livingston,1425 C St.
FoodInspectDetail.aspx?id=FA0001770,Foster Farms Restaurant,Good,8/16/2024,Livingston,221 Stefani Ave.
FoodInspectDetail.aspx?id=FA0000464,Foster Freeze,Good,12/3/2025,Atwater,1401 Winton Way
FoodInspectDetail.aspx?id=FA0009690,Franciscan Post-Acute Care Center,Good,12/16/2024,Merced,3169 M St
FoodInspectDetail.aspx?id=FA0000453,Frank Sparkes,Good,1/6/2026,Winton,7265 W Almond Ave
FoodInspectDetail.aspx?id=FA0000172,Franklin School,Good,3/20/2026,Merced,2736 N Franklin Rd
FoodInspectDetail.aspx?id=FA0008300,Freddy's Mexican Food Inc.,Good,11/1/2024,Atwater,1500 Sycamore Ave.
FoodInspectDetail.aspx?id=FA0009766,Fresh Fill/Chevron Service Station,Good,7/31/2024,Los Banos,2270 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005647,Friends House Inc,Good,3/14/2025,Merced,437 W. Main St.
FoodInspectDetail.aspx?id=FA0000659,Frosty Queen Exp #3,Satisfactory,6/17/2026,Merced,1725 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0007547,Frozen World,Good,3/10/2025,Merced,779 E. Yosemite Ave. Ste E
FoodInspectDetail.aspx?id=FA0000477,Fruitland Christian Preschool,Good,6/16/2026,Atwater,2100 Fruitland Ave.
FoodInspectDetail.aspx?id=FA0002082,Fruits of Life/Aguilar Ranch Produce,Satisfactory,11/22/2023,Stevinson,20151 W. Hwy 140
FoodInspectDetail.aspx?id=FA0008822,Fruta Loca,Good,3/31/2026,Merced,3146 N. G St. Ste 106
FoodInspectDetail.aspx?id=FA0005544,Fruta Tropical,Satisfactory,11/18/2024,Livingston,1439 Crowell St.
FoodInspectDetail.aspx?id=FA0010874,Fujisan Sushi @ VAL076,Good,5/28/2026,Merced,851 W. Olive Ave. Ste 370
FoodInspectDetail.aspx?id=FA0000729,Gabes Bar,Good,4/17/2026,Merced,1636 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0009646,Gas-N-Save,Satisfactory,1/15/2025,Merced,963 W. 16th St.
FoodInspectDetail.aspx?id=FA0006413,Gateway Pizza N Subs,Good,5/14/2024,Merced,1220 V St.
FoodInspectDetail.aspx?id=FA0001038,Gene-o's Pizza,Satisfactory,2/1/2024,Livingston,307 N. Main St.
FoodInspectDetail.aspx?id=FA0006872,General Nutrition Centers (GNC)#3284,Good,8/13/2024,Los Banos,1451 W. Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0006189,Golden Bowl Chinese Restaurant,Satisfactory,3/13/2024,Merced,3144 N. G St. Ste 155
FoodInspectDetail.aspx?id=FA0009718,Grace Home Inc.,Good,4/15/2024,Livingston,13435 W Peach Ave
FoodInspectDetail.aspx?id=FA0000494,Gracey Elementary School,Good,3/18/2026,Merced,945 West Ave
FoodInspectDetail.aspx?id=FA0000495,Granny's Pantry Restaurant,Satisfactory,10/10/2024,Atwater,1221 Broadway Ave
FoodInspectDetail.aspx?id=FA0005613,Grasslands Elementary School,Good,4/20/2026,Los Banos,1951 Mission Dr.
FoodInspectDetail.aspx?id=FA0009744,Great America Gas & Food Mart,Good,8/13/2025,Livingston,1312 Court St.
FoodInspectDetail.aspx?id=FA0006327,Great American Grill,Satisfactory,7/13/2023,Hilmar,19920 1st St.
FoodInspectDetail.aspx?id=FA0009756,Grocery Outlet,Good,4/26/2024,Los Banos,1337A E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009252,Grocery Outlet of Merced,Good,5/6/2024,Merced,1125 W Main St
FoodInspectDetail.aspx?id=FA0008776,GT Smoke Shop,Good,10/10/2024,Atwater,1641 Cedar Ave.
FoodInspectDetail.aspx?id=FA0009051,Guacamole Burrito,Good,7/14/2023,Merced,3144 G St. Ste 145
FoodInspectDetail.aspx?id=FA0000509,Guadalajara Meat Market,Satisfactory,3/30/2026,Merced,836 T St.
FoodInspectDetail.aspx?id=FA0001415,Gustine Central Kitchen,Good,5/27/2026,Gustine,685 Wallis Ave.
FoodInspectDetail.aspx?id=FA0000914,Gustine Club,Satisfactory,12/4/2024,Gustine,431 5th St
FoodInspectDetail.aspx?id=FA0004729,Gustine Elementary School,Good,5/27/2026,Gustine,2806 Grove Ave.
FoodInspectDetail.aspx?id=FA0006041,Gustine Family Foods,Satisfactory,10/10/2023,Gustine,540 5th St.
FoodInspectDetail.aspx?id=FA0009472,"Gustine High School, Cafeteria",Good,5/27/2026,Gustine,501 North Ave
FoodInspectDetail.aspx?id=FA0005639,Gustine Middle School,Good,5/27/2026,Gustine,28075 Sullivan Road
FoodInspectDetail.aspx?id=FA0009751,Gustine Sinclair,Good,7/2/2025,Gustine,32932 Sullivan Road
FoodInspectDetail.aspx?id=FA0000861,H & W Family Drive-In,Good,3/19/2025,Merced,121 W. 16th St.
FoodInspectDetail.aspx?id=FA0009977,"Habit Burger Grill #324 - Merced, CA",Good,3/20/2024,Merced,3680 G St.
FoodInspectDetail.aspx?id=FA0009655,Handi Stop,Satisfactory,9/11/2024,Merced,1460 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0005403,Handi Stop II,Good,9/11/2024,Merced,1801 E 21st St.
FoodInspectDetail.aspx?id=FA0002310,Hao's Kitchen,Good,11/7/2022,Merced,1500 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0005166,Harmony Ranch Elementary School,Good,5/4/2026,Delhi,16464 August Ave.
FoodInspectDetail.aspx?id=FA0006218,Hausmann Pizzeria LLC Pizza Factory,Good,3/30/2026,Merced,3146 G St. Ste 147
FoodInspectDetail.aspx?id=FA0005439,Health Time,Good,6/5/2026,Los Banos,940 Main (6th) St.
FoodInspectDetail.aspx?id=FA0000599,Henry Miller School,Good,5/14/2026,Los Banos,545 W. L St.
FoodInspectDetail.aspx?id=FA0009875,Hi-Fi Wine,Good,5/9/2024,Merced,629 W. Main St.
FoodInspectDetail.aspx?id=FA0003564,Hilmar Bakery / Fish Market,Good,2/20/2025,Hilmar,8291 Lander Ave.
FoodInspectDetail.aspx?id=FA0009624,Hilmar Cheese Company,Good,1/25/2023,Hilmar,9001 N. Lander Ave.
FoodInspectDetail.aspx?id=FA0009706,Hilmar Community Pool,Good,6/20/2023,Hilmar,7885 N. Lander Ave.
FoodInspectDetail.aspx?id=FA0010492,Hilmar Elementary School,Good,5/29/2026,Hilmar,20206 W. Geer Ave.
FoodInspectDetail.aspx?id=FA0004574,Hilmar High School,Good,5/29/2026,Hilmar,7807 N Lander Ave
FoodInspectDetail.aspx?id=FA0000894,Hilmar Meat Locker,Good,2/20/2025,Hilmar,8322 N Lander Ave
FoodInspectDetail.aspx?id=FA0006006,Hilmar Middle School Cafeteria,Good,5/29/2026,Hilmar,7528 N. Scholar Way
FoodInspectDetail.aspx?id=FA0003871,Hilmar-Stevinson Youth Baseball,Good,2/19/2026,Hilmar,7807 Lander Ave.
FoodInspectDetail.aspx?id=FA0010786,Hilton Garden Inn,Good,12/19/2025,Merced,1001 S. Coffee St.
FoodInspectDetail.aspx?id=FA0009635,HOBBY LOBBY,Good,5/9/2024,Merced,1400 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0009777,Hobby Lobby #740,Good,11/15/2023,Los Banos,1301 W. Pacheco Blvd Ste C
FoodInspectDetail.aspx?id=FA0010585,Hola Cafecito,Good,2/21/2025,Merced,429 Main St.
FoodInspectDetail.aspx?id=FA0006581,Holiday Inn Express,Good,6/29/2026,Merced,151 S. Parsons Ave.
FoodInspectDetail.aspx?id=FA0010428,Holy Smokes Snaxs,Good,6/19/2024,Livingston,320 Tashima Dr.
FoodInspectDetail.aspx?id=FA0002446,Hong Kong Chinese Restaurant,Good,12/19/2023,Atwater,1115 Bellevue Road
FoodInspectDetail.aspx?id=FA0000601,Hoover Intermediate,Good,4/16/2026,Merced,800 E 26th St
FoodInspectDetail.aspx?id=FA0007049,Hot City Barbecue & Bistro,Good,6/25/2023,Los Banos,1313 S. 6th St.
FoodInspectDetail.aspx?id=FA0007297,Hot Rod Diner,Satisfactory,10/30/2023,Hilmar,8155 N. Lander Ave.
FoodInspectDetail.aspx?id=FA0006710,Hotel Mission De Oro,Good,4/7/2026,Santa Nella,13070 Hwy 33
FoodInspectDetail.aspx?id=FA0002567,Houa Khong Restaurant,Good,4/8/2026,Merced,85 E 13th St
FoodInspectDetail.aspx?id=FA0009053,House of Prayer,Satisfactory,1/11/2024,Merced,590 Henry St.
FoodInspectDetail.aspx?id=FA0006649,HSA Cafeteria,Good,7/28/2025,Merced,2115 W. Wardrobe Ave.
FoodInspectDetail.aspx?id=FA0001813,IHOP,Satisfactory,11/27/2024,Santa Nella,12310 S. Hwy 33
FoodInspectDetail.aspx?id=FA0010050,IHOP Restaurant,Good,6/8/2026,Los Banos,1315 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0006344,IJ Group Entertainment Inc. dba Sugoi Sushi,Good,6/10/2024,Los Banos,1245 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007557,In-N-Out Burger #267,Good,5/13/2024,Santa Nella,28900 Henry Miller Ave.
FoodInspectDetail.aspx?id=FA0002052,In-N-Out Burger #91,Good,11/16/2023,Merced,1579 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0002936,Iniguez Bakery,Satisfactory,12/8/2023,Los Banos,740 W. I St.
FoodInspectDetail.aspx?id=FA0006546,Iris Garrett Juvenile Justice Complex,Good,4/27/2026,Merced,2840 W. Sandy Mush Road
FoodInspectDetail.aspx?id=FA0004876,Isabella's Restaurante Bar & Grill,Satisfactory,1/22/2025,Atwater,2811 Shaffer Road
FoodInspectDetail.aspx?id=FA0005100,Italia Coffee & Bistro,Good,12/2/2024,Los Banos,947 6th St.
FoodInspectDetail.aspx?id=FA0007560,Italo American Lodge,Good,2/19/2026,Merced,1351 W. 18th St
FoodInspectDetail.aspx?id=FA0005625,Jack In The Box # 465,Satisfactory,9/4/2024,Merced,595 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0005913,Jack In The Box #4351,Good,2/9/2026,Livingston,400 Joseph Gallo Dr.
FoodInspectDetail.aspx?id=FA0010298,Jack in the Box #5219,Good,12/19/2023,Merced,77 S. Parsons Ave.
FoodInspectDetail.aspx?id=FA0005626,Jack In The Box #580,Good,3/7/2024,Merced,1270 V St.
FoodInspectDetail.aspx?id=FA0005627,Jack In The Box #589,Good,3/28/2024,Atwater,1898 Bellevue Road
FoodInspectDetail.aspx?id=FA0005230,Jamba Juice #620,Good,5/22/2024,Merced,1728 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010164,Jamba Juice #75121,Good,5/9/2023,Merced,3630 G St. Ste D
FoodInspectDetail.aspx?id=FA0009675,"Jammu & Kashmir, Inc. dba: D & S Gas and Mini Mart",Good,7/21/2023,Le Grand,3853 S. Santa Fe Ave.
FoodInspectDetail.aspx?id=FA0001665,Jams@209 Sports Bar & Grill,Good,3/11/2025,Atwater,591 Bellevue Rd
FoodInspectDetail.aspx?id=FA0010421,JAMS@209 Sports Bar & Grill,Good,6/13/2024,Los Banos,516 I St.
FoodInspectDetail.aspx?id=FA0006294,Jantz Cafe & Bakery,Satisfactory,6/17/2024,Atwater,987 Bellevue Road
FoodInspectDetail.aspx?id=FA0006765,Jantz Cafe & Bakery,Satisfactory,12/4/2023,Merced,3361 N. G St. Ste A
FoodInspectDetail.aspx?id=FA0000606,Javi's Fine Mexican Food Restaurant,Good,9/6/2023,Hilmar,8394 Lander Ave.
FoodInspectDetail.aspx?id=FA0005083,Jeff's Cuisine,Good,11/10/2025,Atwater,1135 Bellevue Road
FoodInspectDetail.aspx?id=FA0009986,Jenny Nicole's Old School House Bakery,Good,4/25/2024,Merced,2649 Canal St.
FoodInspectDetail.aspx?id=FA0006800,Jessi's Market,Good,5/12/2026,Merced,110 E. 13th St.
FoodInspectDetail.aspx?id=FA0006314,Jessie's Bar,Good,3/6/2023,Los Banos,627 I St.
FoodInspectDetail.aspx?id=FA0005426,Jesus Restaurant,Satisfactory,6/7/2024,Los Banos,631 H St. Ste A
FoodInspectDetail.aspx?id=FA0005183,Jim's Donut & Bagels,Satisfactory,3/12/2024,Delhi,16385 W. Schendel Ave. F
FoodInspectDetail.aspx?id=FA0009662,JNS Market Liquor & Gas,Good,4/29/2022,South Dos Palos,8982 W. M St.
FoodInspectDetail.aspx?id=FA0002169,Joe Herb Park Concessions,Good,3/13/2024,Merced,2200 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0006808,Joe On The Go Cafe,Good,11/17/2023,Merced,2806 G St.
FoodInspectDetail.aspx?id=FA0005588,Joe Stefani Elementary School,Good,3/20/2026,Merced,2768 Ranchero Lane
