Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgComp,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,RoomType,RoomName,WingType,WingName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,MatchID,PotentialID,MatchNarrative,StrucType,StrucDet,IN_Address,IN_Address2,IN_Address3,IN_Neighborhood,IN_City,IN_Subregion,IN_Region,IN_Postal,IN_PostalExt,IN_CountryCode,USER_facility,USER_current_rating,USER_last_inspection_date,USER_city,USER_address,USER_state,quality_score
World,M,100.000000000000000,A,"1970 Yosemite Pkwy, Merced, California, 95341","1970 Yosemite Pkwy, Merced, CA, 95341, USA",1970 Yosemite Pkwy,PointAddress,,,"1970 Yosemite Pkwy, Merced, California, 95341",,,19.500000000000000,,1970,,,,,,,Yosemite,Pkwy,,,,,,,,,,,,,,1970 Yosemite Pkwy,,,,,Merced,,Merced County,California,CA,,,95341,5214,USA,United States,ENG,0.000000000000000,-120.452231532173002,37.293843951679001,-120.452231532173002,37.293843951679001,-120.453231532173007,-120.451231532172997,37.292843951678996,37.294843951678999,,AQGb6AAAPfEBAJUBBAAAAAAMEFlPU0VNSVRFIFBBUktXQVkVBDE5NzBmA0VORw,,,Commercial,,1970 Yosemite Pkwy,,,,Merced,,California,,,,CVS Pharmacy #7206,Good,3/13/2024,Merced,1970 Yosemite Pkwy,California,1
World,M,100.000000000000000,A,"649 W Olive Ave, Merced, California, 95348","649 W Olive Ave, Merced, CA, 95348, USA",649 W Olive Ave,PointAddress,,,"649 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,649,,,,,W,,Olive,Ave,,,,,,,,,,,,,,649 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,2424,USA,United States,ENG,0.000000000000000,-120.479867169857002,37.319369948152001,-120.479867924228003,37.319810836259002,-120.480867924227994,-120.478867924227998,37.318810836258997,37.320810836259000,,AQGA6AAAV/EBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQM2NDlmA0VORw,,,Commercial,,649 W. Olive Ave.,,,,Merced,,California,,,,CVS Pharmacy #9623,Good,2/28/2024,Merced,649 W. Olive Ave.,California,1
World,M,100.000000000000000,A,"1210 R St, Merced, California, 95341","1210 R St, Merced, CA, 95341, USA",1210 R St,PointAddress,,,"1210 R St, Merced, California, 95341",,,19.500000000000000,,1210,,,,,,,R,St,,,,,,,,,,,,,,1210 R St,,,,,Merced,,Merced County,California,CA,,,95341,5849,USA,United States,ENG,0.000000000000000,-120.495254164792001,37.299725114041998,-120.495032295814994,37.299598882580000,-120.496032295814999,-120.494032295815003,37.298598882580002,37.300598882579997,,AQFw6AAAQ/EBAJUBBAAAAAAMCFIgU1RSRUVUFQQxMjEwZgNFTkc,,,Commercial,,1210 R St.,,,,Merced,,California,,,,Daljit Atwal DBA Circle R Mini Mart,Satisfactory,3/14/2024,Merced,1210 R St.,California,2
World,M,100.000000000000000,A,"1798 W Olive Ave, Merced, California, 95348","1798 W Olive Ave, Merced, CA, 95348, USA",1798 W Olive Ave,PointAddress,,,"1798 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,1798,,,,,W,,Olive,Ave,,,,,,,,,,,,,,1798 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,1201,USA,United States,ENG,0.000000000000000,-120.499000204959003,37.319018536862004,-120.499000037320997,37.318924827183999,-120.500000037321001,-120.498000037321006,37.317924827184001,37.319924827184003,,AQFs6AAAVvEBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQQxNzk4ZgNFTkc,,,Commercial,,1798 W. Olive Ave.,,,,Merced,,California,,,,Del Taco,Good,5/22/2024,Merced,1798 W. Olive Ave.,California,1
World,M,100.000000000000000,A,"570 W Olive Ave, Merced, California, 95348","570 W Olive Ave, Merced, CA, 95348, USA",570 W Olive Ave,PointAddress,,,"570 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,570,,,,,W,,Olive,Ave,,,,,,,,,,,,,,570 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,3140,USA,United States,ENG,0.000000000000000,-120.477371039090997,37.319181355330997,-120.477368273062993,37.318949595707998,-120.478368273062998,-120.476368273063002,37.317949595708001,37.319949595708003,,AQGC6AAAVvEBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQM1NzBmA0VORw,,,Commercial,,570 W. Olive Ave.,,,,Merced,,California,,,,Deli-Delicious,Satisfactory,9/12/2024,Merced,570 W. Olive Ave.,California,2
World,M,99.909999999999997,A,"1459 Martin Luther King Jr Way, Suite 4, Merced, California, 95340","1459 Martin Luther King Jr Way, Suite 4, Merced, CA, 95340, USA","1459 Martin Luther King Jr Way, Suite 4",Subaddress,,,"1459 Martin Luther King Jr Way, Suite 4, Merced, California, 95340",,,20.000000000000000,,1459,,,,,,,Martin Luther King Jr,Way,,,,,,,Suite,4,,,,,Suite 4,1459 Martin Luther King Jr Way,,,,,Merced,,Merced County,California,CA,,,95340,6101,USA,United States,ENG,0.000000000000000,-120.482881972791006,37.298266620980002,-120.482881972791006,37.298266620980002,-120.483881972790996,-120.481881972791001,37.297266620979997,37.299266620979999,5 6,AQB96AAAQvEBAJUBBAAAAAAMGU1BUlRJTiBMVVRIRVIgS0lORyBKUiBXQVkVBDE0NTkcAzA6NGYDRU5H,,,,,"1459 Martin Luther King Jr Way Ste 4,5,6",,,,Merced,,California,,,,Casino Merced,Satisfactory,12/4/2024,Merced,"1459 Martin Luther King Jr Way Ste 4,5,6",California,2
World,M,100.000000000000000,A,"1128 W 13th St, Merced, California, 95341","1128 W 13th St, Merced, CA, 95341, USA",1128 W 13th St,PointAddress,,,"1128 W 13th St, Merced, California, 95341",,,19.500000000000000,,1128,,,,,W,,13th,St,,,,,,,,,,,,,,1128 W 13th St,,,,,Merced,,Merced County,California,CA,,,95341,5701,USA,United States,ENG,0.000000000000000,-120.495649706802993,37.300725494185997,-120.495703183345000,37.300581828364997,-120.496703183345005,-120.494703183344996,37.299581828365000,37.301581828365002,,AQFw6AAARPEBAJUBBAAAAAAMEFdFU1QgMTNUSCBTVFJFRVQVBDExMjhmA0VORw,,,Commercial,,1128 W. 13th St.,,,,Merced,,California,,,,Denny's Restaurant #6217,Good,1/8/2025,Merced,1128 W. 13th St.,California,1
World,M,100.000000000000000,A,"1720 R St, Merced, California, 95340","1720 R St, Merced, CA, 95340, USA",1720 R St,PointAddress,,,"1720 R St, Merced, California, 95340",,,19.500000000000000,,1720,,,,,,,R,St,,,,,,,,,,,,,,1720 R St,,,,,Merced,,Merced County,California,CA,,,95340,4527,USA,United States,ENG,0.000000000000000,-120.492165014376994,37.305066314202001,-120.491919927528002,37.304921894011002,-120.492919927528007,-120.490919927527997,37.303921894010998,37.305921894011000,,AQF06AAASPEBAJUBBAAAAAAMCFIgU1RSRUVUFQQxNzIwZgNFTkc,,,Commercial,,1720 R St.,,,,Merced,,California,,,,Diamond Gas and Market 16,Good,1/6/2026,Merced,1720 R St.,California,1
World,M,100.000000000000000,A,"3142 G St, #3, Merced, California, 95340","3142 G St, #3, Merced, CA, 95340, USA","3142 G St, #3",Subaddress,,,"3142 G St, #3, Merced, California, 95340",,,19.500000000000000,,3142,,,,,,,G,St,,,,,,,,3,,,,,#3,3142 G St,,,,,Merced,,Merced County,California,CA,,,95340,1368,USA,United States,ENG,0.000000000000000,-120.469181416774006,37.319333864058997,-120.467809802139001,37.319319950100002,-120.468809802139006,-120.466809802138997,37.318319950099998,37.320319950100000,,AQCM6AAAV/EBAJUBBAAAAAAMCEcgU1RSRUVUFQQzMTQyHAMwOjNmA0VORw,,,Commercial,,3142 G St. Ste 3,,,,Merced,,California,,,,Dollar Tree #06389,Good,12/8/2023,Merced,3142 G St. Ste 3,California,1
World,M,100.000000000000000,A,"1778 W Olive Ave, Merced, California, 95348","1778 W Olive Ave, Merced, CA, 95348, USA",1778 W Olive Ave,PointAddress,,,"1778 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,1778,,,,,W,,Olive,Ave,,,,,,,,,,,,,,1778 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,1201,USA,United States,ENG,0.000000000000000,-120.498826280469004,37.317272586430001,-120.498826280469004,37.317272586430001,-120.499826280468994,-120.497826280468999,37.316272586430003,37.318272586429998,,AQFt6AAAVfEBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQQxNzc4ZgNFTkc,,,Commercial,,1778 W. Olive Ave.,,,,Merced,,California,,,,Dollar Tree #08582,Good,12/7/2023,Merced,1778 W. Olive Ave.,California,1
World,M,100.000000000000000,A,"1729 W State Highway 140, Merced, California, 95341","1729 W State Highway 140, Merced, CA, 95341, USA",1729 W State Highway 140,PointAddress,,,"1729 W State Highway 140, Merced, California, 95341",,,19.500000000000000,,1729,,,,,W,,State Highway 140,,,,,,,,,,,,,,,1729 W State Highway 140,,,,,Merced,,Merced County,California,CA,,,95341,5515,USA,United States,ENG,0.000000000000000,-120.506194057179002,37.302769882280003,-120.506196320293000,37.303098452884001,-120.507196320293005,-120.505196320292995,37.302098452884003,37.304098452883999,,AQFl6AAAR/EBAJUBBAAAAAAMFldFU1QgU1RBVEUgSElHSFdBWSAxNDAVBDE3MjlmA0VORw,,,Commercial,,1729 W. State Highway 140,,,,Merced,,California,,,,Dollar General #13358,Good,2/26/2026,Merced,1729 W. State Highway 140,California,1
World,M,100.000000000000000,A,"460 W Main St, Merced, California, 95340","460 W Main St, Merced, CA, 95340, USA",460 W Main St,PointAddress,,,"460 W Main St, Merced, California, 95340",,,19.500000000000000,,460,,,,,W,,Main,St,,,,,,,,,,,,,,460 W Main St,,,,,Merced,,Merced County,California,CA,,,95340,4822,USA,United States,ENG,0.000000000000000,-120.483218338566004,37.301326518552997,-120.483333422095996,37.301012113364997,-120.484333422096000,-120.482333422096005,37.300012113365000,37.302012113365002,,AQF86AAARfEBAJUBBAAAAAAMEFdFU1QgTUFJTiBTVFJFRVQVAzQ2MGYDRU5H,,,Commercial,,460 W. Main St.,,,,Merced,,California,,,,Destino's,Good,9/11/2024,Merced,460 W. Main St.,California,1
World,M,100.000000000000000,A,"1115 W Main St, Merced, California, 95340","1115 W Main St, Merced, CA, 95340, USA",1115 W Main St,PointAddress,,,"1115 W Main St, Merced, California, 95340",,,19.500000000000000,,1115,,,,,W,,Main,St,,,,,,,,,,,,,,1115 W Main St,,,,,Merced,,Merced County,California,CA,,,95340,4522,USA,United States,ENG,0.000000000000000,-120.492872279367006,37.304981531251997,-120.492661977416006,37.305551081571998,-120.493661977415996,-120.491661977416001,37.304551081572001,37.306551081572003,,AQFz6AAASfEBAJUBBAAAAAAMEFdFU1QgTUFJTiBTVFJFRVQVBDExMTVmA0VORw,,,Commercial,,1115 W. Main St.,,,,Merced,,California,,,,Dollar Tree #01222,Good,12/7/2023,Merced,1115 W. Main St.,California,1
World,M,100.000000000000000,A,"801 Martin Luther King Jr Way, Merced, California, 95341","801 Martin Luther King Jr Way, Merced, CA, 95341, USA",801 Martin Luther King Jr Way,PointAddress,,,"801 Martin Luther King Jr Way, Merced, California, 95341",,,19.500000000000000,,801,,,,,,,Martin Luther King Jr,Way,,,,,,,,,,,,,,801 Martin Luther King Jr Way,,,,,Merced,,Merced County,California,CA,,,95341,6042,USA,United States,ENG,0.000000000000000,-120.485647581744004,37.291221421812999,-120.485856039675994,37.291341199210002,-120.486856039675999,-120.484856039676004,37.290341199209998,37.292341199210000,,AQF66AAAO/EBAJUBBAAAAAAMGU1BUlRJTiBMVVRIRVIgS0lORyBKUiBXQVkVAzgwMWYDRU5H,,,Commercial,,801 Martin Luther King Jr Way,,,,Merced,,California,,,,Don Mario Taco Shop,Good,11/18/2024,Merced,801 Martin Luther King Jr Way,California,1
World,M,100.000000000000000,A,"1109 W Main St, Merced, California, 95340","1109 W Main St, Merced, CA, 95340, USA",1109 W Main St,PointAddress,,,"1109 W Main St, Merced, California, 95340",,,19.500000000000000,,1109,,,,,W,,Main,St,,,,,,,,,,,,,,1109 W Main St,,,,,Merced,,Merced County,California,CA,,,95340,4522,USA,United States,ENG,0.000000000000000,-120.492682764535999,37.304911584270002,-120.492472294947007,37.305481553686000,-120.493472294946997,-120.491472294947002,37.304481553686003,37.306481553685998,,AQFz6AAASfEBAJUBBAAAAAAMEFdFU1QgTUFJTiBTVFJFRVQVBDExMDlmA0VORw,,,Commercial,,1109 W. Main St.,,,,Merced,,California,,,,Domino's Pizza,Good,11/12/2025,Merced,1109 W. Main St.,California,1
World,M,97.849999999999994,A,"1111 W Olive Ave, Merced, California, 95348","1111 W Olive Ave, Merced, CA, 95348, USA",1111 W Olive Ave,PointAddress,,,"1111 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,1111,,,,,W,,Olive,Ave,,,,,,,,,,,,,,1111 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,1973,USA,United States,ENG,0.000000000000000,-120.488056205440003,37.320407502037000,-120.488056205440003,37.320407502037000,-120.489056205439994,-120.487056205439998,37.319407502037002,37.321407502036998,,AQF36AAAWPEBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQQxMTExZgNFTkc,,,Commercial,,1111 W. Olive Dr.,,,,Merced,,California,,,,Dollar Tree Store 10527,Good,8/19/2024,Merced,1111 W. Olive Dr.,California,1
World,M,100.000000000000000,A,"3040 Park Ave, Suite E 1, Merced, California, 95348","3040 Park Ave, Suite E 1, Merced, CA, 95348, USA","3040 Park Ave, Suite E 1",Subaddress,,,"3040 Park Ave, Suite E 1, Merced, California, 95348",,,20.000000000000000,,3040,,,,,,,Park,Ave,,,,,,,Suite,E 1,,,,,Suite E 1,3040 Park Ave,,,,,Merced,,Merced County,California,CA,,,95348,3405,USA,United States,ENG,0.000000000000000,-120.472512888010996,37.317775207254002,-120.472512888010996,37.317775207254002,-120.473512888011001,-120.471512888011006,37.316775207253997,37.318775207253999,,AQCH6AAAVfEBAJUBBAAAAAAMC1BBUksgQVZFTlVFFQQzMDQwHAQwOkUxZgNFTkc,,,,,3040 Park Ave. Ste E1,,,,Merced,,California,,,,Domino's Pizza,Good,9/12/2024,Merced,3040 Park Ave. Ste E1,California,1
World,M,100.000000000000000,A,"260 W Main St, Merced, California, 95340","260 W Main St, Merced, CA, 95340, USA",260 W Main St,PointAddress,,,"260 W Main St, Merced, California, 95340",,,20.000000000000000,,260,,,,,W,,Main,St,,,,,,,,,,,,,,260 W Main St,,,,,Merced,,Merced County,California,CA,,,95340,4956,USA,United States,ENG,0.000000000000000,-120.480170091838005,37.300226687128003,-120.480216695218999,37.300100204209002,-120.481216695219004,-120.479216695218994,37.299100204208997,37.301100204209000,,AQF/6AAARPEBAJUBBAAAAAAMEFdFU1QgTUFJTiBTVFJFRVQVAzI2MGYDRU5H,,,,,260 W. Main St.,,,,Merced,,California,,,,Donut King's,Good,5/12/2026,Merced,260 W. Main St.,California,1
World,M,100.000000000000000,A,"2007 E Childs Ave, Merced, California, 95341","2007 E Childs Ave, Merced, CA, 95341, USA",2007 E Childs Ave,PointAddress,,,"2007 E Childs Ave, Merced, California, 95341",,,19.500000000000000,,2007,,,,,E,,Childs,Ave,,,,,,,,,,,,,,2007 E Childs Ave,,,,,Merced,,Merced County,California,CA,,,95341,5350,USA,United States,ENG,0.000000000000000,-120.452733189078003,37.287914635282000,-120.452881213487998,37.288180676888999,-120.453881213488003,-120.451881213487994,37.287180676889001,37.289180676889004,,AQGb6AAAOPEBAJUBBAAAAAAMEkVBU1QgQ0hJTERTIEFWRU5VRRUEMjAwN2YDRU5H,,,Commercial,,2007 E. Childs Ave.,,,,Merced,,California,,,,Dutch Bros Coffee,Good,11/1/2023,Merced,2007 E. Childs Ave.,California,1
World,M,100.000000000000000,A,"575 W Olive Ave, Merced, California, 95348","575 W Olive Ave, Merced, CA, 95348, USA",575 W Olive Ave,PointAddress,,,"575 W Olive Ave, Merced, California, 95348",,,20.000000000000000,,575,,,,,W,,Olive,Ave,,,,,,,,,,,,,,575 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,3141,USA,United States,ENG,0.000000000000000,-120.477628698795002,37.319347442742000,-120.477629369347000,37.319635109659004,-120.478629369347004,-120.476629369346995,37.318635109658999,37.320635109659001,,AQGC6AAAV/EBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQM1NzVmA0VORw,,,,,575 W. Olive Ave.,,,,Merced,,California,,,,Dutch Bros Coffee,Satisfactory,7/8/2025,Merced,575 W. Olive Ave.,California,2
World,M,100.000000000000000,A,"613 W Olive Ave, Merced, California, 95348","613 W Olive Ave, Merced, CA, 95348, USA",613 W Olive Ave,PointAddress,,,"613 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,613,,,,,W,,Olive,Ave,,,,,,,,,,,,,,613 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,2424,USA,United States,ENG,0.000000000000000,-120.478812391161000,37.319371750260999,-120.478812894076000,37.319698393027998,-120.479812894076005,-120.477812894075996,37.318698393028001,37.320698393028003,,AQGB6AAAV/EBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQM2MTNmA0VORw,,,Commercial,,613 W Olive Ave.,,,,Merced,,California,,,,El Pollo Loco #3424,Good,4/17/2026,Merced,613 W Olive Ave.,California,1
World,M,100.000000000000000,A,"864 W 13th St, Merced, California, 95341","864 W 13th St, Merced, CA, 95341, USA",864 W 13th St,PointAddress,,,"864 W 13th St, Merced, California, 95341",,,20.000000000000000,,864,,,,,W,,13th,St,,,,,,,,,,,,,,864 W 13th St,,,,,Merced,,Merced County,California,CA,,,95341,5814,USA,United States,ENG,0.000000000000000,-120.491679283088004,37.299338331119998,-120.491778608640999,37.299068182379997,-120.492778608641004,-120.490778608640994,37.298068182380000,37.300068182380002,,AQF06AAAQ/EBAJUBBAAAAAAMEFdFU1QgMTNUSCBTVFJFRVQVAzg2NGYDRU5H,,,,,864 W. 13th St.,,,,Merced,,California,,,,El Porvenir Grocery,Satisfactory,5/22/2026,Merced,864 W. 13th St.,California,2
World,M,100.000000000000000,A,"1504 Stretch Rd, Merced, California, 95340","1504 Stretch Rd, Merced, CA, 95340, USA",1504 Stretch Rd,PointAddress,,,"1504 Stretch Rd, Merced, California, 95340",,,19.500000000000000,,1504,,,,,,,Stretch,Rd,,,,,,,,,,,,,,1504 Stretch Rd,,,,,Merced,,Merced County,California,CA,,,95340,4198,USA,United States,ENG,0.000000000000000,-120.455681272063003,37.300297891394997,-120.455681188244000,37.300208205030998,-120.456681188244005,-120.454681188243995,37.299208205031000,37.301208205031003,,AQGY6AAARPEBAJUBBAAAAAAMDFNUUkVUQ0ggUk9BRBUEMTUwNGYDRU5H,,,Commercial,,1504 Stretch Rd,,,,Merced,,California,,,,Eltareb Market,Satisfactory,10/31/2024,Merced,1504 Stretch Rd,California,2
World,M,100.000000000000000,A,"609 W Main St, Merced, California, 95340","609 W Main St, Merced, CA, 95340, USA",609 W Main St,PointAddress,,,"609 W Main St, Merced, California, 95340",,,19.500000000000000,,609,,,,,W,,Main,St,,,,,,,,,,,,,,609 W Main St,,,,,Merced,,Merced County,California,CA,,,95340,4717,USA,United States,ENG,0.000000000000000,-120.485177776070998,37.302121961163998,-120.485119605663002,37.302277361648997,-120.486119605663006,-120.484119605662997,37.301277361648999,37.303277361649002,,AQF66AAARvEBAJUBBAAAAAAMEFdFU1QgTUFJTiBTVFJFRVQVAzYwOWYDRU5H,,,Commercial,,609 W. Main St.,,,,Merced,,California,,,,El Capitan Hotel,Good,9/25/2024,Merced,609 W. Main St.,California,1
World,M,100.000000000000000,A,"561 W 8th St, Merced, California, 95341","561 W 8th St, Merced, CA, 95341, USA",561 W 8th St,PointAddress,,,"561 W 8th St, Merced, California, 95341",,,19.500000000000000,,561,,,,,W,,8th,St,,,,,,,,,,,,,,561 W 8th St,,,,,Merced,,Merced County,California,CA,,,95341,6022,USA,United States,ENG,0.000000000000000,-120.489932662103996,37.292589851325999,-120.489816740383006,37.292903418323000,-120.490816740382996,-120.488816740383001,37.291903418323002,37.293903418322998,,AQF26AAAPPEBAJUBBAAAAAAMD1dFU1QgOFRIIFNUUkVFVBUDNTYxZgNFTkc,,,Commercial,,561 W. 8th St.,,,,Merced,,California,,,,Eltareb Market #3,Good,10/10/2023,Merced,561 W. 8th St.,California,1
World,M,100.000000000000000,A,"224 W Main St, Merced, California, 95340","224 W Main St, Merced, CA, 95340, USA",224 W Main St,PointAddress,,,"224 W Main St, Merced, California, 95340",,,19.500000000000000,,224,,,,,W,,Main,St,,,,,,,,,,,,,,224 W Main St,,,,,Merced,,Merced County,California,CA,,,95340,4956,USA,United States,ENG,0.000000000000000,-120.479515800475994,37.299956077384003,-120.479609007239006,37.299703363002997,-120.480609007238996,-120.478609007239001,37.298703363003000,37.300703363003002,,AQGA6AAAQ/EBAJUBBAAAAAAMEFdFU1QgTUFJTiBTVFJFRVQVAzIyNGYDRU5H,,,Commercial,,224 W. Main St.,,,,Merced,,California,,,,El Palacio Night Club,Good,12/29/2022,Merced,224 W. Main St.,California,1
World,M,100.000000000000000,A,"3570 G St, Merced, California, 95340","3570 G St, Merced, CA, 95340, USA",3570 G St,PointAddress,,,"3570 G St, Merced, California, 95340",,,19.500000000000000,,3570,,,,,,,G,St,,,,,,,,,,,,,,3570 G St,,,,,Merced,,Merced County,California,CA,,,95340,0692,USA,United States,ENG,0.000000000000000,-120.469037331858999,37.331430375265001,-120.466754185252995,37.331362230392003,-120.467754185253000,-120.465754185253004,37.330362230391998,37.332362230392000,,AQGN6AAAY/EBAJUBBAAAAAAMCEcgU1RSRUVUFQQzNTcwZgNFTkc,,,Commercial,,3570 G St.,,,,Merced,,California,,,,Em-Tea,Good,4/14/2025,Merced,3570 G St.,California,1
World,M,100.000000000000000,A,"3562 G St, Merced, California, 95340","3562 G St, Merced, CA, 95340, USA",3562 G St,PointAddress,,,"3562 G St, Merced, California, 95340",,,19.500000000000000,,3562,,,,,,,G,St,,,,,,,,,,,,,,3562 G St,,,,,Merced,,Merced County,California,CA,,,95340,0692,USA,United States,ENG,0.000000000000000,-120.469040516982005,37.331209093021002,-120.466835489714001,37.331194424689997,-120.467835489714005,-120.465835489713996,37.330194424689999,37.332194424690002,,AQGN6AAAY/EBAJUBBAAAAAAMCEcgU1RSRUVUFQQzNTYyZgNFTkc,,,Commercial,,3562 G St.,,,,Merced,,California,,,,Ember Coffee + Eatery,Good,4/1/2026,Merced,3562 G St.,California,1
World,M,100.000000000000000,A,"1950 Yosemite Pkwy, Suite B, Merced, California, 95341","1950 Yosemite Pkwy, Suite B, Merced, CA, 95341, USA","1950 Yosemite Pkwy, Suite B",Subaddress,,,"1950 Yosemite Pkwy, Suite B, Merced, California, 95341",,,20.000000000000000,,1950,,,,,,,Yosemite,Pkwy,,,,,,,Suite,B,,,,,Suite B,1950 Yosemite Pkwy,,,,,Merced,,Merced County,California,CA,,,95341,5203,USA,United States,ENG,0.000000000000000,-120.453556208150999,37.294373562231002,-120.453556208150999,37.294373562231002,-120.454556208151004,-120.452556208150995,37.293373562230997,37.295373562230999,,AQCa6AAAPvEBAJUBBAAAAAAMEFlPU0VNSVRFIFBBUktXQVkVBDE5NTAcAzA6QmYDRU5H,,,,,1950 Yosemite Pkwy Ste B,,,,Merced,,California,,,,Energy & Fitness 91,Good,9/11/2023,Merced,1950 Yosemite Pkwy Ste B,California,1
World,M,100.000000000000000,A,"1480 W 16th St, Merced, California, 95340","1480 W 16th St, Merced, CA, 95340, USA",1480 W 16th St,PointAddress,,,"1480 W 16th St, Merced, California, 95340",,,19.500000000000000,,1480,,,,,W,,16th,St,,,,,,,,,,,,,,1480 W 16th St,,,,,Merced,,Merced County,California,CA,,,95340,4429,USA,United States,ENG,0.000000000000000,-120.498582953818996,37.305773537283002,-120.498667946317994,37.305540520374002,-120.499667946317999,-120.497667946318003,37.304540520373997,37.306540520374000,,AQFt6AAASfEBAJUBBAAAAAAMEFdFU1QgMTZUSCBTVFJFRVQVBDE0ODBmA0VORw,,,Commercial,,1480 W 16th St,,,,Merced,,California,,,,Express 76,Good,12/18/2024,Merced,1480 W 16th St,California,1
World,M,100.000000000000000,A,"360 W Olive Ave, Merced, California, 95348","360 W Olive Ave, Merced, CA, 95348, USA",360 W Olive Ave,PointAddress,,,"360 W Olive Ave, Merced, California, 95348",,,19.500000000000000,,360,,,,,W,,Olive,Ave,,,,,,,,,,,,,,360 W Olive Ave,,,,,Merced,,Merced County,California,CA,,,95348,3137,USA,United States,ENG,0.000000000000000,-120.474558826757004,37.319081987868003,-120.474604089034003,37.318759703691001,-120.475604089033993,-120.473604089033998,37.317759703691003,37.319759703690998,,AQGF6AAAVvEBAJUBBAAAAAAMEVdFU1QgT0xJVkUgQVZFTlVFFQMzNjBmA0VORw,,,Commercial,,360 W. Olive Ave.,,,,Merced,,California,,,,Fancy Burger,Good,12/17/2025,Merced,360 W. Olive Ave.,California,1
World,M,100.000000000000000,A,"782 Carol Ave, Merced, California, 95341","782 Carol Ave, Merced, CA, 95341, USA",782 Carol Ave,PointAddress,,,"782 Carol Ave, Merced, California, 95341",,,19.500000000000000,,782,,,,,,,Carol,Ave,,,,,,,,,,,,,,782 Carol Ave,,,,,Merced,,Merced County,California,CA,,,95341,5168,USA,United States,ENG,0.000000000000000,-120.454415520864998,37.289517129441002,-120.454125674653000,37.289517464717001,-120.455125674653004,-120.453125674652995,37.288517464717003,37.290517464716999,,AQGZ6AAAOfEBAJUBBAAAAAAMDENBUk9MIEFWRU5VRRUDNzgyZgNFTkc,,,Commercial,,782 Carol Ave.,,,,Merced,,California,,,,Fill N Fresh,Good,4/3/2025,Merced,782 Carol Ave.,California,1
World,M,100.000000000000000,A,"3162 R St, Merced, California, 95348","3162 R St, Merced, CA, 95348, USA",3162 R St,PointAddress,,,"3162 R St, Merced, California, 95348",,,19.500000000000000,,3162,,,,,,,R,St,,,,,,,,,,,,,,3162 R St,,,,,Merced,,Merced County,California,CA,,,95348,1961,USA,United States,ENG,0.000000000000000,-120.486816270502999,37.321461987366000,-120.485662082435994,37.321535329019000,-120.486662082435998,-120.484662082436003,37.320535329019002,37.322535329018002,,AQF66AAAWfEBAJUBBAAAAAAMCFIgU1RSRUVUFQQzMTYyZgNFTkc,,,Commercial,,3162 R St.,,,,Merced,,California,,,,Five Below,Good,11/4/2025,Merced,3162 R St.,California,1
World,M,100.000000000000000,A,"3572 G St, Merced, California, 95340","3572 G St, Merced, CA, 95340, USA",3572 G St,PointAddress,,,"3572 G St, Merced, California, 95340",,,19.500000000000000,,3572,,,,,,,G,St,,,,,,,,,,,,,,3572 G St,,,,,Merced,,Merced County,California,CA,,,95340,0692,USA,United States,ENG,0.000000000000000,-120.469035655477995,37.331485612007000,-120.466754185252995,37.331417550952999,-120.467754185253000,-120.465754185253004,37.330417550953001,37.332417550952997,,AQGN6AAAY/EBAJUBBAAAAAAMCEcgU1RSRUVUFQQzNTcyZgNFTkc,,,Commercial,,3572 G St.,,,,Merced,,California,,,,Five Guys Burgers & Fries #1765,Good,3/13/2024,Merced,3572 G St.,California,1
